time_step,vehicle_id,route_id,speed,co_emission,co2_emission,nox_emission,fuel_consumption,noise,pos_x,pos_y,lane_id,waiting_time,acceleration
140,route1_veh7,route1,8.159,162.644,4377.106,4.696,3.511,69.09,140.113,868.468,route1_lane0,9.749,-0.097
160,route1_veh7,route1,12.343,114.509,6954.582,2.943,3.608,65.837,257.888,139.356,route1_lane0,16.699,-1.71
180,route1_veh7,route1,12.055,120.427,6690.36,2.222,3.496,56.851,554.178,651.42,route1_lane0,16.595,-0.978
0,route1_veh8,route1,12.768,139.481,9998.212,4.014,1.459,62.973,46.966,166.283,route1_lane0,14.761,-1.28
20,route1_veh8,route1,12.56,87.339,6582.723,1.593,2.377,67.976,297.122,566.405,route1_lane0,9.521,-1.352
40,route1_veh8,route1,13.48,115.545,6212.463,3.7,2.724,62.409,596.843,334.244,route1_lane0,15.418,0.122
60,route1_veh8,route1,11.895,163.124,6559.549,4.812,4.008,69.985,694.696,272.145,route1_lane0,11.805,-0.562
80,route1_veh8,route1,9.819,102.574,7388.35,3.621,3.478,71.824,732.225,806.561,route1_lane0,13.176,-1.335
100,route1_veh8,route1,14.502,123.775,7394.751,1.339,3.73,54.514,567.945,915.488,route1_lane0,0.679,0.208
120,route1_veh8,route1,8.757,141.595,7440.667,3.682,3.328,57.978,828.915,37.008,route1_lane0,11.925,0.03
140,route1_veh8,route1,10.697,100.725,7833.201,2.521,4.556,51.634,315.29,539.491,route1_lane0,15.814,-0.895
160,route1_veh8,route1,15.096,65.433,7900.575,3.89,3.382,73.477,798.783,997.934,route1_lane0,7.014,1.065
180,route1_veh8,route1,10.448,152.28,10948.347,2.637,2.854,60.534,737.582,238.777,route1_lane0,2.209,1.453
0,route1_veh9,route1,7.967,82.44,5993.789,2.232,3.265,59.608,679.647,218.254,route1_lane0,18.999,0.234
20,route1_veh9,route1,14.953,103.58,7425.804,3.675,2.177,74.779,231.672,942.732,route1_lane0,12.993,0.382
40,route1_veh9,route1,12.868,183.659,6543.39,2.469,2.677,69.49,350.125,57.843,route1_lane0,19.382,-0.555
60,route1_veh9,route1,16.262,92.878,6251.467,3.471,2.748,55.595,536.974,592.94,route1_lane0,11.602,0.633
80,route1_veh9,route1,10.162,98.369,7928.798,3.334,3.959,52.175,408.453,372.689,route1_lane0,5.195,2.01
100,route1_veh9,route1,11.901,163.837,6723.583,3.224,3.284,62.015,592.408,824.681,route1_lane0,6.956,1.188
120,route1_veh9,route1,14.046,165.401,8375.892,2.641,3.891,71.265,867.294,708.363,route1_lane0,16.74,1.109
140,route1_veh9,route1,15.2,145.079,9573.238,3.649,3.133,58.378,743.508,160.76,route1_lane0,16.359,0.147
160,route1_veh9,route1,12.086,148.354,7786.649,3.046,1.94,65.85,539.985,779.845,route1_lane0,2.14,0.746
180,route1_veh9,route1,12.748,157.324,7357.057,3.279,3.908,52.563,937.228,687.886,route1_lane0,1.357,0.187
0,route1_veh10,route1,15.221,79.205,7699.455,2.3,4.495,51.144,871.537,973.489,route1_lane0,19.378,-1.523
20,route1_veh10,route1,10.323,121.316,9848.286,2.934,2.745,56.841,997.125,426.181,route1_lane0,9.028,1.881
40,route1_veh10,route1,13.32,94.938,5968.151,3.708,3.544,66.363,273.26,950.864,route1_lane0,3.021,-0.564
60,route1_veh10,route1,13.951,107.025,10269.955,1.93,1.774,74.599,409.334,894.099,route1_lane0,4.599,-0.692
80,route1_veh10,route1,8.245,153.313,7376.773,4.117,3.643,69.273,844.783,761.024,route1_lane0,12.524,0.457
100,route1_veh10,route1,12.59,131.27,7365.396,4.44,2.624,55.013,491.595,64.209,route1_lane0,11.639,1.801
120,route1_veh10,route1,14.522,90.421,6830.725,1.11,2.848,65.001,291.663,694.982,route1_lane0,17.202,-2.424
140,route1_veh10,route1,9.099,108.569,7494.596,1.842,4.803,63.991,9.771,326.461,route1_lane0,10.354,0.877
160,route1_veh10,route1,11.258,89.54,5997.57,2.719,5.098,70.015,200.15,167.483,route1_lane0,2.091,0.641
180,route1_veh10,route1,16.198,137.739,7589.446,2.353,3.998,67.852,801.728,339.45,route1_lane0,16.297,0.393
0,route1_veh11,route1,15.952,115.928,10612.891,2.311,5.036,52.041,60.352,247.103,route1_lane0,3.191,0.198
20,route1_veh11,route1,11.039,122.725,8284.253,2.426,3.276,63.884,719.202,228.455,route1_lane0,19.927,2.142
40,route1_veh11,route1,12.114,113.601,8420.277,1.977,3.043,71.707,727.169,742.707,route1_lane0,8.51,-1.669
60,route1_veh11,route1,8.323,66.069,7836.678,4.047,4.984,62.167,873.423,900.702,route1_lane0,8.434,-0.459
80,route1_veh11,route1,13.957,62.708,9714.811,4.38,2.674,67.896,909.033,179.683,route1_lane0,4.751,0.396
100,route1_veh11,route1,11.923,145.182,8315.4,2.629,4.072,58.981,592.951,163.524,route1_lane0,7.822,-2.849
120,route1_veh11,route1,8.116,144.825,6798.448,3.347,3.253,55.901,73.497,169.758,route1_lane0,10.395,0.477
140,route1_veh11,route1,14.989,95.187,5165.127,2.572,4.801,54.176,167.619,36.671,route1_lane0,14.728,0.85
160,route1_veh11,route1,11.035,172.302,8072.903,3.43,4.33,55.146,111.92,269.75,route1_lane0,1.142,0.239
180,route1_veh11,route1,14.183,111.558,8598.96,2.919,3.379,51.039,148.343,986.63,route1_lane0,19.302,-1.998
0,route1_veh12,route1,14.749,120.395,8997.015,0.104,5.388,53.491,29.974,307.93,route1_lane0,14.094,-0.14
20,route1_veh12,route1,13.838,78.398,6564.347,4.914,3.109,67.316,838.115,944.614,route1_lane0,13.665,0.217
40,route1_veh12,route1,19.21,108.271,7801.649,4.051,4.406,55.392,658.885,393.864,route1_lane0,13.025,1.187
60,route1_veh12,route1,12.908,87.372,7403.792,3.329,3.621,64.175,738.449,878.516,route1_lane0,8.083,0.422
80,route1_veh12,route1,15.568,73.172,8396.1,3.701,3.002,70.446,120.209,544.489,route1_lane0,0.115,1.376
100,route1_veh12,route1,8.711,66.798,9891.758,2.153,2.309,55.939,373.252,227.27,route1_lane0,1.464,-2.153
120,route1_veh12,route1,16.926,140.295,6467.774,5.252,4.282,62.977,479.182,25.642,route1_lane0,6.825,-0.325
140,route1_veh12,route1,7.831,60.638,9033.856,5.44,4.684,70.325,718.123,955.524,route1_lane0,0.365,0.564
160,route1_veh12,route1,14.277,118.436,7656.302,2.937,2.546,62.147,256.777,284.873,route1_lane0,6.146,-0.281
180,route1_veh12,route1,12.54,151.76,8877.475,1.429,2.31,60.339,121.886,181.149,route1_lane0,13.622,0.941
0,route1_veh13,route1,12.316,69.979,6597.949,3.32,1.707,74.073,483.546,805.993,route1_lane0,11.005,0.44
20,route1_veh13,route1,12.376,97.118,7683.446,3.543,3.349,55.702,212.045,610.981,route1_lane0,8.221,0.041
40,route1_veh13,route1,8.268,89.213,6422.389,3.895,3.005,66.689,95.535,623.859,route1_lane0,9.035,1.248
60,route1_veh13,route1,8.437,119.295,8450.665,3.414,3.115,50.591,641.972,607.094,route1_lane0,10.934,-0.13
80,route1_veh13,route1,10.328,68.906,7367.577,5.58,2.496,60.705,717.598,692.436,route1_lane0,19.825,1.639
100,route1_veh13,route1,13.707,158.852,6931.308,2.796,2.718,55.666,354.996,69.424,route1_lane0,10.381,-1.015
120,route1_veh13,route1,12.701,63.323,7996.32,3.834,1.306,58.325,669.487,994.139,route1_lane0,13.237,0.374
140,route1_veh13,route1,17.018,122.571,6442.482,2.944,3.858,54.383,690.005,200.934,route1_lane0,10.717,0.076
160,route1_veh13,route1,11.666,82.883,6396.705,4.236,4.391,73.179,234.642,399.316,route1_lane0,3.048,0.609
180,route1_veh13,route1,15.639,114.252,10978.994,3.393,3.492,53.193,826.068,782.028,route1_lane0,14.175,-0.309
0,route2_veh0,route2,5.428,110.063,6745.692,4.508,3.097,65.015,515.679,919.392,route2_lane0,9.939,-2.153
20,route2_veh0,route2,7.164,147.033,10878.615,3.71,4.467,69.751,304.679,80.919,route2_lane0,8.06,0.322
40,route2_veh0,route2,8.073,123.046,9542.272,3.991,5.286,53.313,862.014,922.757,route2_lane0,9.741,0.475
60,route2_veh0,route2,9.78,166.734,9515.529,2.688,3.135,59.188,68.172,25.812,route2_lane0,2.703,-0.305
80,route2_veh0,route2,7.113,165.891,9394.252,4.487,4.264,60.988,105.665,640.826,route2_lane0,4.321,-1.975
100,route2_veh0,route2,10.062,186.563,9179.836,5.491,4.349,74.592,239.18,142.249,route2_lane0,2.428,-0.337
120,route2_veh0,route2,5.773,140.926,8917.735,4.17,4.361,70.349,615.219,306.254,route2_lane0,12.478,0.003
140,route2_veh0,route2,1.892,178.03,7449.682,3.775,3.03,70.688,733.614,769.305,route2_lane0,0.221,-1.802
160,route2_veh0,route2,5.847,72.269,8680.633,4.392,2.721,50.303,241.201,975.874,route2_lane0,16.031,0.183
180,route2_veh0,route2,6.969,167.379,9679.371,3.027,5.397,52.452,488.241,150.049,route2_lane0,6.494,-0.159
0,route2_veh1,route2,6.654,201.351,7442.148,2.386,5.671,72.302,955.335,786.903,route2_lane0,6.308,-0.209
20,route2_veh1,route2,5.789,204.78,10516.889,3.512,6.357,66.484,895.118,636.67,route2_lane0,12.279,-0.606
40,route2_veh1,route2,7.064,127.397,10189.958,3.322,6.213,51.042,84.792,716.323,route2_lane0,1.442,0.137
60,route2_veh1,route2,4.306,120.852,11300.621,3.343,3.153,54.353,98.396,660.303,route2_lane0,15.287,0.537
80,route2_veh1,route2,8.992,127.296,7367.284,5.501,3.877,65.375,774.634,643.904,route2_lane0,10.606,-0.251
100,route2_veh1,route2,5.713,177.835,9585.52,4.269,5.728,70.294,656.479,128.096,route2_lane0,6.765,0.508
120,route2_veh1,route2,4.91,91.009,12584.311,2.897,3.979,72.173,645.811,285.907,route2_lane0,16.319,-0.277
140,route2_veh1,route2,6.666,158.477,9126.963,5.607,4.691,69.411,656.162,177.429,route2_lane0,10.901,0.735
160,route2_veh1,route2,7.799,130.459,8707.075,4.586,5.438,68.32,542.237,590.348,route2_lane0,10.167,0.021
180,route2_veh1,route2,8.131,97.177,10630.012,4.381,5.49,54.002,461.557,9.332,route2_lane0,4.934,0.673
0,route2_veh2,route2,6.582,124.484,8629.215,4.589,5.87,65.4,188.025,355.385,route2_lane0,15.676,0.395
20,route2_veh2,route2,6.732,150.441,8322.653,4.648,4.079,58.173,148.888,305.604,route2_lane0,17.533,0.42
40,route2_veh2,route2,10.454,138.011,9837.027,4.933,2.782,67.39,3.218,619.589,route2_lane0,7.11,-1.761
60,route2_veh2,route2,5.896,226.746,8653.629,4.185,5.742,64.017,603.488,676.468,route2_lane0,16.1,2.006
80,route2_veh2,route2,8.557,133.464,8272.702,3.997,4.03,69.622,707.681,788.615,route2_lane0,10.345,-0.453
100,route2_veh2,route2,4.717,144.19,8424.767,2.133,4.117,64.956,735.663,998.348,route2_lane0,18.662,-0.122
120,route2_veh2,route2,4.952,205.623,11331.551,4.582,3.974,70.995,383.833,571.872,route2_lane0,11.755,-0.959
140,route2_veh2,route2,6.022,116.411,9711.329,2.232,4.523,56.482,429.657,872.73,route2_lane0,16.839,-0.148
160,route2_veh2,route2,8.027,134.019,7745.125,1.128,4.172,60.921,729.508,765.513,route2_lane0,3.178,1.772
180,route2_veh2,route2,5.003,159.054,10649.12,5.227,4.1,56.543,246.979,906.255,route2_lane0,4.991,-0.204
0,route2_veh3,route2,8.827,125.905,11739.033,3.729,4.179,50.84,62.653,906.437,route2_lane0,2.785,-0.747
20,route2_veh3,route2,2.152,176.521,10605.266,3.719,4.267,73.421,52.258,418.793,route2_lane0,5.203,0.516
40,route2_veh3,route2,8.589,112.371,9940.337,2.643,4.666,65.213,349.506,114.096,route2_lane0,3.025,-0.036
60,route2_veh3,route2,5.531,125.692,9800.854,5.149,3.184,71.503,722.814,67.668,route2_lane0,14.157,0.062
80,route2_veh3,route2,5.345,152.584,7891.791,1.079,4.637,61.557,411.766,650.973,route2_lane0,10.909,0.904
100,route2_veh3,route2,7.042,128.16,9225.655,5.375,3.554,54.118,330.215,756.752,route2_lane0,10.388,-0.799
120,route2_veh3,route2,7.646,142.429,9062.283,2.437,5.083,63.468,497.813,105.474,route2_lane0,13.136,-0.078
140,route2_veh3,route2,6.147,184.453,9669.906,2.562,5.119,64.44,634.582,797.914,route2_lane0,7.919,-0.668
160,route2_veh3,route2,7.136,175.583,10227.099,3.154,3.556,71.429,906.143,276.904,route2_lane0,19.67,1.03
180,route2_veh3,route2,6.33,137.891,8067.316,4.424,6.263,52.087,882.416,803.604,route2_lane0,10.104,-1.068
0,route2_veh4,route2,6.841,163.571,7906.41,4.428,4.013,54.056,12.608,559.756,route2_lane0,10.548,0.986
20,route2_veh4,route2,8.159,159.774,9791.576,3.647,4.538,70.477,540.794,710.243,route2_lane0,6.287,-0.295
40,route2_veh4,route2,9.634,146.458,6317.218,3.392,5.497,58.38,173.762,712.014,route2_lane0,16.52,-0.023
60,route2_veh4,route2,6.522,138.995,8912.363,3.078,5.815,66.279,620.929,352.375,route2_lane0,16.829,-0.322
80,route2_veh4,route2,7.807,149.274,8144.447,4.324,3.021,67.158,69.641,174.881,route2_lane0,17.115,1.188
100,route2_veh4,route2,8.173,135.753,10806.946,2.654,4.326,57.633,212.644,33.189,route2_lane0,6.079,1.939
120,route2_veh4,route2,8.028,155.387,10025.945,4.489,4.835,56.507,907.195,670.732,route2_lane0,11.209,1.11
140,route2_veh4,route2,6.735,120.764,11160.621,3.88,2.027,74.42,110.721,422.548,route2_lane0,0.84,0.847
160,route2_veh4,route2,7.664,155.715,10564.178,3.565,4.713,68.849,804.907,18.007,route2_lane0,19.256,-0.26
180,route2_veh4,route2,5.129,182.579,8696.055,4.808,4.567,52.413,241.894,12.404,route2_lane0,9.375,1.838
0,route2_veh5,route2,8.6,101.511,7919.476,2.932,5.15,72.308,185.33,78.969,route2_lane0,4.79,1.711
20,route2_veh5,route2,7.14,184.856,8108.97,4.238,5.175,71.974,571.772,517.446,route2_lane0,8.609,0.501
40,route2_veh5,route2,5.692,95.081,10266.804,5.374,4.063,65.177,631.308,591.697,route2_lane0,14.053,0.953
60,route2_veh5,route2,7.151,101.941,9130.906,3.157,6.371,73.763,600.651,743.594,route2_lane0,10.125,-0.176
80,route2_veh5,route2,5.755,155.838,8386.294,2.68,3.588,53.501,276.814,971.533,route2_lane0,6.627,-0.037
100,route2_veh5,route2,4.187,147.507,7242.919,4.76,4.282,50.138,7.664,219.069,route2_lane0,0.734,-1.458
120,route2_veh5,route2,6.382,127.435,9978.762,5.34,2.325,73.294,397.015,87.093,route2_lane0,12.341,0.115
140,route2_veh5,route2,6.362,126.119,11114.011,4.021,6.101,74.82,131.489,274.732,route2_lane0,7.892,-0.061
160,route2_veh5,route2,3.394,102.476,9900.69,4.509,2.619,70.595,955.061,821.198,route2_lane0,0.031,0.895
180,route2_veh5,route2,6.034,154.404,11918.331,4.897,3.931,61.406,369.053,121.025,route2_lane0,8.379,-0.891
0,route2_veh6,route2,6.737,152.306,9162.716,3.35,4.369,66.967,361.92,593.661,route2_lane0,0.203,0.442
20,route2_veh6,route2,8.416,156.996,10929.705,4.287,3.588,72.561,66.444,533.967,route2_lane0,2.843,0.362
40,route2_veh6,route2,6.934,143.756,9307.194,2.118,3.651,53.075,558.642,343.167,route2_lane0,14.583,0.093
60,route2_veh6,route2,8.939,162.816,8530.659,5.775,3.006,57.658,788.985,446.42,route2_lane0,15.968,0.919
80,route2_veh6,route2,7.577,157.81,9298.537,4.811,4.993,59.279,601.074,705.586,route2_lane0,13.768,-1.749
100,route2_veh6,route2,4.818,137.676,7841.443,3.785,3.892,53.861,25.448,645.822,route2_lane0,12.738,0.78
120,route2_veh6,route2,5.876,143.723,6974.843,3.194,5.165,59.115,217.893,988.036,route2_lane0,9.08,1.616
140,route2_veh6,route2,5.381,162.722,8789.241,3.986,4.746,59.605,38.996,30.956,route2_lane0,7.76,0.006
160,route2_veh6,route2,6.482,197.959,10341.379,3.705,4.897,65.074,826.707,984.013,route2_lane0,5.768,-0.334
180,route2_veh6,route2,6.785,163.432,7143.686,2.873,3.006,63.843,541.705,761.902,route2_lane0,16.673,0.143
0,route2_veh7,route2,3.398,133.72,8318.324,3.379,4.032,56.756,966.417,557.709,route2_lane0,6.946,-0.472
20,route2_veh7,route2,4.855,157.177,12611.124,3.081,1.67,74.846,880.315,623.406,route2_lane0,11.388,-0.286
40,route2_veh7,route2,4.541,164.901,8802.034,3.894,6.844,55.694,964.029,909.455,route2_lane0,14.443,-1.503
60,route2_veh7,route2,9.172,152.939,9962.076,3.608,4.469,56.894,877.091,944.042,route2_lane0,2.976,-0.343
80,route2_veh7,route2,7.754,149.122,11189.075,3.949,2.427,57.145,203.223,761.798,route2_lane0,7.731,1.262
100,route2_veh7,route2,2.729,244.132,11084.085,4.223,4.145,70.688,764.528,573.529,route2_lane0,19.121,0.286
120,route2_veh7,route2,6.605,145.462,9207.638,5.134,4.794,65.665,926.383,19.116,route2_lane0,9.537,-2.94
140,route2_veh7,route2,9.248,178.426,8340.683,4.407,3.228,70.111,278.76,210.705,route2_lane0,19.149,-1.38
160,route2_veh7,route2,8.906,165.393,10587.644,4.516,3.559,68.836,768.923,658.541,route2_lane0,15.322,0.432
180,route2_veh7,route2,7.703,182.105,9460.218,3.118,4.037,60.178,66.01,348.821,route2_lane0,2.22,-0.745
0,route2_veh8,route2,3.213,156.399,9501.808,3.183,4.859,51.256,72.902,402.873,route2_lane0,5.906,0.938
20,route2_veh8,route2,5.462,121.803,10744.212,3.806,3.935,55.651,640.476,978.981,route2_lane0,12.07,-2.004
40,route2_veh8,route2,9.721,110.735,4970.732,4.184,6.001,51.794,682.617,241.932,route2_lane0,14.279,1.239
60,route2_veh8,route2,7.953,165.164,11090.315,6.76,4.592,56.785,496.695,284.274,route2_lane0,2.677,-0.509
80,route2_veh8,route2,5.952,154.571,8266.37,5.121,4.2,51.171,276.17,706.976,route2_lane0,1.254,-0.009
100,route2_veh8,route2,8.65,123.986,8512.825,3.696,2.854,71.068,313.348,788.932,route2_lane0,17.837,-0.819
120,route2_veh8,route2,8.702,145.879,10085.697,3.897,4.465,62.345,387.649,632.712,route2_lane0,14.077,-0.583
140,route2_veh8,route2,8.931,187.084,9632.986,4.197,3.582,69.546,644.149,48.186,route2_lane0,7.201,-0.316
160,route2_veh8,route2,7.001,168.036,7334.218,1.704,3.649,59.245,52.355,767.568,route2_lane0,8.33,-1.221
